sample.id,media,strain,time.pt,replicate,ACE2,ACT1,ADR1,AGA2,AMN1,ASG7,ASH1,BAR1,BCY1,BEM3,BMH1,CAF40,CAT8,CCR4,CDC24,CDC25,CDC26,CDC28,CDC36,CDC39,CDC42,CLB2,CLB3,CLB6,CLN1,CLN2,CLN3,CTS1,CYR1,DCP1,DHH1,DIG1,DIG2,DIT1,DIT2,DMC1,DOM34,DSE2,EDC3,FBP1,FIT3,FKH1,FKH2,FLO10,FLO8,FUS1,FUS3,GAL83,GAP1,GCN1,GCN20,GCN4,GDH3,GIS1,GLN3,GPA1,GPA2,GPB1,GPB2,GPR1,HOG1,HOP1,HOT1,HSP150,HXK2,IME1,IME2,IME4,INO1,INO2,IPP1,IRA1,IRA2,ISC10,KAR5,KEM1,KGD2,KSS1,MATALPHA1,MATALPHA2,MCK1,MEI4,MEP2,MEP3,MET3,MF(ALPHA)1,MGA1,MIG1,MKS1,MOT2,MSB2,MSI1,MSN1,MSN2,MSN4,MUC1,NDT80,NPR1,NRG1,OSW1,PAT1,PBS2,PDA1,PDE1,PDE2,PGU1,PHD1,PIR3,PKH2,POP2,PRM1,PRM2,PRR1,PTP2,PTP3,RAS1,RAS2,RGA1,RGT1,RGT2,RIM101,RIM11,RIM13,RIM15,RIM21,RIM4,RIM8,RIM9,RME1,RPB4,RPB7,RTG1,RTG3,SCH9,SFL1,SFP1,SGA1,SHO1,SIP4,SIT4,SKO1,SMP1,SNF1,SNF3,SNF4,SOK2,SPO16,SPO19,SPS1,SPS100,SPS2,SPT3,SSK1,SSK2,SSP2,SST2,SSY5,STE11,STE12,STE18,STE2,STE20,STE3,STE4,STE5,STE50,STE7,STP1,STP2,SUM1,SWI4,SWI5,SWI6,TAP42,TEC1,TEP1,TIR1,TOR1,TOR2,TPK1,TPK2,TPK3,TUB4,UME6,URE2,WHI3,XBP1,YAK1,YPD1,YSW1,ZIP1
cmtc 107,YEPLD,574,24.0,e,276.1666,95666.58,1969.166,12.0,825.5,9.25,1704.333,24.25,6384.5,814.4166,19096.33,1350.333,215.5833,778.6666,2076.833,1304.416,389.5833,1092.0,1834.5,3905.333,7716.25,2145.416,1186.583,552.8333,2824.0,1553.416,4014.833,2190.416,1521.75,1217.583,4998.833,1752.416,291.3333,45.75,22.66666,33.41666,1123.0,143.0833,2540.833,1771.583,401.1666,923.5833,528.1666,135.9166,713.8333,270.75,3053.75,1680.75,443.0833,2009.333,2963.0,15384.33,344.9166,1414.666,368.3333,2742.666,689.9166,578.25,562.0,883.75,3741.833,35.75,191.0833,26617.41,34935.25,114.5,159.3333,21.0,542.8333,727.1666,39638.41,1319.166,1585.75,507.5,89.25,2348.0,6958.166,1799.833,1396.75,1367.833,3295.75,16.83333,240.1666,949.0,283.3333,48901.5,106.5833,633.75,624.75,855.4166,10002.0,589.25,511.75,1140.333,375.6666,29807.25,30.5,865.5,449.6666,26.5,1169.0,795.75,12026.58,845.0833,2106.25,407.8333,310.75,1235.833,316.0,1333.25,122.5,18.08333,997.6666,787.25,757.5,1461.25,1601.0,438.0,1386.75,358.25,1156.333,1107.0,228.75,496.5833,934.9166,28.58333,148.8333,171.4166,325.5,3541.25,2662.0,602.25,535.1666,967.4166,1430.666,2232.75,61.16666,1631.916,203.75,2495.5,910.8333,96.75,1035.333,647.75,2050.25,1477.666,177.9166,43.16666,65.5,1048.75,14.83333,679.0833,1007.666,616.3333,72.0,4200.0,492.25,299.4166,1900.666,1265.583,55.58333,2415.0,5702.75,660.4166,1065.5,255.25,458.9166,1197.25,431.75,1663.0,670.0,703.25,808.4166,486.0,1490.0,50.33333,1929.166,418.9166,476.25,466.8333,736.5833,1019.333,982.6666,571.5,1287.583,2273.083,520.6666,895.25,1727.916,79.58333,39.91666
cmtc 123,YEPLD,574,48.0,e,163.8333,70647.16,3306.5,18.58333,466.75,22.75,1549.583,11.58333,8060.583,360.25,17116.25,914.8333,516.5,392.9166,1026.416,565.5,345.5,444.75,1297.083,1504.5,3617.333,883.6666,431.0833,154.6666,1389.416,612.3333,2278.833,3076.583,1260.0,502.9166,2075.416,621.25,119.1666,85.08333,30.33333,31.58333,535.75,211.9166,1368.333,10299.5,3970.416,388.5833,199.1666,272.75,267.75,51.58333,816.0833,867.6666,482.25,977.0,927.4166,14326.91,2637.5,1802.0,214.8333,891.25,773.25,279.25,785.9166,643.6666,1882.666,20.41666,122.1666,32768.16,7198.083,106.4166,99.83333,15.66666,1728.5,418.9166,15667.41,1284.25,2192.75,302.25,56.25,1430.666,8774.5,540.3333,666.6666,1178.333,1953.583,16.75,283.4166,844.0,264.3333,20065.25,78.66666,259.4166,292.0833,355.5833,5019.0,251.1666,288.5,453.1666,561.1666,50803.66,27.41666,652.4166,627.5,35.0,691.25,373.0833,13418.41,704.0833,1103.75,324.9166,170.4166,9466.75,320.6666,680.8333,39.83333,13.83333,438.0833,411.1666,496.6666,581.25,744.6666,131.8333,1246.0,235.0,1216.083,1074.083,180.0,379.75,731.25,41.75,140.8333,146.5,572.9166,1682.5,1462.583,403.8333,297.5,488.0,761.0,793.5833,186.3333,512.1666,1639.25,1157.75,427.8333,93.25,554.0833,859.8333,948.5,526.75,114.5,24.91666,71.16666,11941.41,7.416666,330.5833,457.8333,248.0,26.16666,904.5833,204.5,365.3333,590.75,1003.333,47.91666,673.0833,2792.0,276.1666,544.75,193.1666,225.25,801.5,312.75,522.5833,239.5,316.25,334.6666,243.75,835.5,45.0,1050.0,255.75,229.8333,603.6666,1202.333,311.25,399.75,220.25,475.5,1330.666,2402.5,1586.0,720.3333,64.5,37.41666
cmtc 139,YEPLD,574,72.0,e,108.9166,27340.41,3238.083,17.16666,220.25,11.25,1011.916,15.5,5566.666,195.1666,8791.0,432.25,538.9166,265.0833,550.6666,382.8333,184.75,255.8333,684.1666,930.5,1370.666,304.3333,205.25,50.33333,604.8333,368.8333,1216.083,1859.083,866.75,197.75,958.25,374.0,74.66666,78.66666,13.08333,95.25,171.75,208.0833,638.5,9396.916,3916.25,191.5833,118.0833,300.0,150.25,34.83333,838.5,408.0,887.4166,441.6666,388.25,10458.33,4927.0,1533.25,179.3333,445.1666,1166.75,168.1666,796.8333,529.5833,764.0,24.66666,56.25,16673.16,704.5,177.25,82.66666,19.58333,1718.0,259.8333,6793.666,985.25,2035.333,200.0,33.0,782.6666,6211.583,267.5833,284.5833,343.8333,821.0,9.583333,212.0833,482.0833,91.0,7806.333,70.83333,131.3333,142.5833,222.75,2899.916,105.1666,121.5833,320.25,420.8333,65083.5,8.083333,574.5,619.75,14.08333,340.1666,241.3333,7460.416,590.25,488.1666,162.0833,89.16666,11593.0,279.5833,332.3333,22.83333,18.5,227.5,274.6666,358.0,233.25,289.0,66.83333,1132.916,154.0833,1081.166,913.0833,165.0,324.3333,453.6666,37.41666,247.9166,101.6666,501.8333,511.1666,564.8333,349.9166,218.0833,231.1666,519.1666,395.0,202.5833,250.75,2185.75,810.25,215.1666,54.16666,293.5833,651.25,402.9166,308.8333,62.33333,26.66666,30.66666,21303.91,5.0,144.5,313.0,189.0,20.75,336.1666,97.58333,236.5833,225.0,361.75,27.58333,413.1666,1281.666,182.0,271.25,125.6666,134.6666,721.3333,244.25,296.1666,115.4166,137.5,146.8333,128.6666,468.0833,45.75,59.25,159.25,156.9166,460.4166,1041.333,140.0,174.5,187.75,253.6666,742.1666,2425.5,1634.0,262.5,43.33333,29.25
cmtc 155,YEPLD,574,96.0,e,82.83333,22219.75,3860.083,15.83333,169.5833,8.833333,807.0,23.41666,8450.0,122.5,7769.166,338.0,530.6666,226.0,456.1666,333.5833,173.75,208.25,663.0,774.0833,1181.083,199.3333,177.5,66.58333,436.3333,247.0833,914.5833,2321.166,747.5833,175.4166,786.25,380.1666,62.66666,78.0,19.33333,40.33333,151.9166,191.5,518.75,5836.916,3221.583,143.8333,137.75,267.5,114.8333,41.41666,677.9166,387.25,628.4166,309.5,285.6666,9738.416,7311.416,1435.083,146.4166,301.4166,1267.5,160.5,848.6666,492.1666,646.0,31.66666,85.91666,17063.33,505.1666,148.5833,74.33333,27.91666,1596.416,317.25,5021.75,1019.0,2106.083,221.5,18.08333,706.8333,4598.583,171.1666,180.0,412.25,714.75,5.666666,165.5833,398.25,94.33333,5398.0,68.66666,96.25,125.25,183.0833,2538.666,136.5,99.0,281.5,321.0,48501.33,20.66666,617.0833,601.9166,24.16666,242.0,205.3333,6767.0,537.5833,446.9166,163.5833,91.33333,12508.66,261.3333,264.3333,22.08333,11.91666,168.0,231.0833,325.25,211.5,235.0833,58.0,1068.583,129.25,1113.333,826.1666,131.4166,294.75,404.4166,49.08333,196.6666,92.66666,554.3333,479.3333,464.9166,341.1666,213.1666,223.0,427.0,345.0,193.0833,188.75,1890.833,568.5833,187.5,45.25,277.6666,586.5833,362.75,290.5833,59.91666,25.91666,34.08333,28868.58,10.83333,134.9166,274.0,186.0,14.08333,253.1666,88.0,219.0,215.9166,257.6666,51.08333,370.4166,877.6666,158.0833,239.25,106.6666,127.4166,697.5833,201.8333,249.0833,71.75,110.0,117.0833,103.5,352.5,43.83333,55.58333,142.0,149.9166,358.25,967.25,120.0833,139.8333,154.5,210.25,576.0,2909.583,1707.416,203.3333,53.08333,38.08333
cmtc 187,YEPLD,574,24.0,f,418.9166,95666.58,1367.833,16.83333,670.0,18.08333,1799.833,22.66666,4200.0,1007.666,26617.41,1585.75,143.0833,778.6666,2348.0,1265.583,389.5833,1333.25,1680.75,3905.333,7716.25,2273.083,1386.75,571.5,2495.5,1663.0,3541.25,2076.833,1490.0,1477.666,6384.5,1834.5,344.9166,39.91666,26.5,43.16666,1217.583,148.8333,2540.833,616.3333,466.8333,1156.333,552.8333,122.5,703.25,358.25,1929.166,2050.25,458.9166,2742.666,3053.75,19096.33,135.9166,1521.75,438.0,2824.0,660.4166,589.25,602.25,845.0833,4998.833,21.0,299.4166,29807.25,48901.5,106.5833,177.9166,14.83333,713.8333,757.5,39638.41,1553.416,1601.0,535.1666,114.5,2963.0,3741.833,2145.416,1140.333,1414.666,3295.75,12.0,228.75,895.25,375.6666,34935.25,79.58333,624.75,689.9166,934.9166,10002.0,578.25,507.5,1319.166,203.75,15384.33,35.75,865.5,449.6666,30.5,1186.583,883.75,12026.58,910.8333,1350.333,316.0,255.25,401.1666,291.3333,1461.25,171.4166,28.58333,1035.333,855.4166,923.5833,1396.75,1900.666,562.0,1430.666,368.3333,1169.0,967.4166,310.75,431.75,982.6666,24.25,159.3333,191.0833,276.1666,4014.833,2190.416,787.25,486.0,1048.75,1287.583,2415.0,61.16666,1631.916,240.1666,1969.166,1092.0,96.75,1235.833,511.75,1704.333,1727.916,215.5833,45.75,72.0,283.3333,9.25,736.5833,949.0,633.75,65.5,6958.166,542.8333,407.8333,2106.25,997.6666,55.58333,2232.75,5702.75,795.75,1197.25,325.5,476.25,1304.416,496.5833,1771.583,727.1666,808.4166,1107.0,492.25,2009.333,50.33333,814.4166,443.0833,520.6666,528.1666,679.0833,1123.0,1019.333,647.75,1065.5,2662.0,270.75,825.5,1752.416,89.25,33.41666
cmtc 203,YEPLD,574,48.0,f,131.8333,70647.16,3076.583,18.58333,418.9166,16.75,1586.0,13.83333,8060.583,388.5833,15667.41,948.5,540.3333,488.0,1074.083,621.25,324.9166,526.75,1246.0,1549.583,3617.333,731.25,379.75,180.0,1462.583,691.25,1882.666,2792.0,1389.416,360.25,2192.75,666.6666,114.5,71.16666,26.16666,27.41666,411.1666,239.5,1157.75,9466.75,3306.5,373.0833,186.3333,302.25,267.75,93.25,927.4166,844.0,512.1666,904.5833,914.8333,14326.91,3970.416,1682.5,255.75,801.5,891.25,288.5,977.0,744.6666,2075.416,35.0,119.1666,32768.16,7198.083,122.1666,99.83333,24.91666,1728.5,431.0833,17116.25,1297.083,2278.833,297.5,47.91666,1330.666,10299.5,554.0833,720.3333,502.9166,1802.0,15.66666,272.75,785.9166,259.4166,20065.25,78.66666,225.25,235.0,392.9166,5019.0,320.6666,220.25,496.6666,544.75,50803.66,31.58333,761.0,680.8333,30.33333,612.3333,365.3333,11941.41,816.0833,1003.333,355.5833,163.8333,8774.5,292.0833,867.6666,39.83333,20.41666,444.75,453.1666,561.1666,572.9166,475.5,140.8333,1368.333,248.0,1430.666,1202.333,229.8333,403.8333,704.0833,45.0,193.1666,146.5,627.5,883.6666,1284.25,399.75,311.25,438.0833,793.5833,835.5,211.9166,516.5,1639.25,1178.333,466.75,85.08333,522.5833,1103.75,1026.416,482.25,106.4166,37.41666,56.25,13418.41,7.416666,283.4166,535.75,316.25,11.58333,1050.0,199.1666,334.6666,565.5,643.6666,51.58333,773.25,2637.5,345.5,590.75,170.4166,243.75,859.8333,330.5833,603.6666,214.8333,204.5,312.75,154.6666,652.4166,41.75,1216.083,264.3333,276.1666,581.25,1504.5,279.25,457.8333,251.1666,427.8333,1260.0,2402.5,1953.583,673.0833,64.5,22.75
cmtc 219,YEPLD,574,72.0,f,105.1666,27340.41,2899.916,8.083333,212.0833,9.583333,1081.166,13.08333,5566.666,218.0833,9396.916,395.0,468.0833,274.6666,550.6666,313.0,179.3333,241.3333,782.6666,930.5,1634.0,413.1666,225.0,74.66666,764.0,296.1666,1281.666,2425.5,821.0,271.25,866.75,382.8333,70.83333,62.33333,22.83333,29.25,293.5833,205.25,721.3333,7460.416,3916.25,222.75,140.0,220.25,128.6666,37.41666,320.25,445.1666,460.4166,511.1666,453.6666,10458.33,4927.0,1041.333,131.3333,574.5,704.5,187.75,838.5,619.75,913.0833,19.58333,91.0,21303.91,1166.75,101.6666,66.83333,14.08333,1370.666,289.0,7806.333,958.25,2035.333,247.9166,34.83333,1216.083,6211.583,215.1666,259.8333,796.8333,887.4166,15.5,200.0,538.9166,154.0833,11593.0,59.25,108.9166,150.25,233.25,3238.083,121.5833,144.5,174.5,368.8333,65083.5,27.58333,488.1666,482.0833,20.75,300.0,231.1666,6793.666,441.6666,564.8333,182.0,78.66666,8791.0,374.0,308.8333,18.5,17.16666,236.5833,253.6666,332.3333,202.5833,388.25,89.16666,1132.916,137.5,1011.916,810.25,115.4166,267.5833,519.1666,43.33333,177.25,82.66666,638.5,985.25,590.25,343.8333,162.0833,197.75,420.8333,336.1666,156.9166,250.75,1859.083,604.8333,227.5,45.75,284.5833,529.5833,402.9166,304.3333,54.16666,24.66666,50.33333,16673.16,5.0,184.75,324.3333,208.0833,11.25,361.75,97.58333,265.0833,358.0,408.0,33.0,501.8333,1718.0,191.5833,255.8333,125.6666,134.6666,651.25,244.25,279.5833,142.5833,189.0,159.25,168.1666,432.25,26.66666,95.25,118.0833,146.8333,349.9166,742.1666,171.75,195.1666,165.0,262.5,684.1666,2185.75,1533.25,340.1666,56.25,30.66666
cmtc 235,YEPLD,574,96.0,f,53.08333,22219.75,2909.583,23.41666,173.75,14.08333,628.4166,10.83333,7769.166,168.0,6767.0,456.1666,537.5833,211.5,427.0,257.6666,247.0833,163.5833,774.0833,714.75,1267.5,196.6666,114.8333,49.08333,281.5,215.9166,807.0,2538.666,747.5833,146.4166,1181.083,309.5,59.91666,96.25,24.16666,55.58333,110.0,183.0833,697.5833,7311.416,5021.75,134.9166,131.4166,387.25,120.0833,20.66666,249.0833,398.25,848.6666,290.5833,208.25,9738.416,5398.0,1596.416,171.1666,186.0,967.25,127.4166,706.8333,446.9166,464.9166,34.08333,74.33333,17063.33,317.25,203.3333,92.66666,19.33333,1707.416,380.1666,5836.916,914.5833,2321.166,205.3333,31.66666,530.6666,4598.583,180.0,187.5,370.4166,826.1666,8.833333,226.0,352.5,160.5,1890.833,125.25,68.66666,122.5,169.5833,2106.083,142.0,99.0,341.1666,274.0,28868.58,27.91666,677.9166,786.25,25.91666,199.3333,177.5,8450.0,586.5833,294.75,210.25,149.9166,12508.66,201.8333,301.4166,18.08333,15.83333,219.0,338.0,404.4166,285.6666,253.1666,40.33333,1068.583,148.5833,1113.333,877.6666,151.9166,358.25,492.1666,78.0,213.1666,117.0833,568.5833,362.75,663.0,267.5,221.5,333.5833,505.1666,436.3333,242.0,223.0,3221.583,518.75,239.25,71.75,231.0833,601.9166,321.0,412.25,43.83333,38.08333,45.25,48501.33,5.666666,129.25,479.3333,136.5,11.91666,277.6666,88.0,165.5833,175.4166,345.0,58.0,193.0833,617.0833,106.6666,235.0833,103.5,158.0833,576.0,188.75,261.3333,94.33333,51.08333,91.33333,82.83333,325.25,41.41666,66.58333,137.75,143.8333,554.3333,1019.0,85.91666,139.8333,191.5,154.5,646.0,3860.083,1435.083,264.3333,62.66666,22.08333
cmtc 31,YEPLD,575,24.0,d,325.5,95666.58,2106.25,1386.75,736.5833,96.75,1969.166,7716.25,5702.75,808.4166,26617.41,1490.0,255.25,757.5,2495.5,1367.833,389.5833,1123.0,1631.916,3905.333,6384.5,1704.333,1217.583,401.1666,2963.0,1430.666,4200.0,2076.833,1680.75,1235.833,4998.833,1771.583,283.3333,39.91666,22.66666,28.58333,997.6666,177.9166,2415.0,2348.0,476.25,865.5,562.0,135.9166,778.6666,191.0833,2824.0,1834.5,368.3333,2540.833,3053.75,19096.33,148.8333,1585.75,375.6666,2190.416,727.1666,552.8333,633.75,795.75,4014.833,33.41666,240.1666,39638.41,29807.25,114.5,143.0833,16.83333,431.75,825.5,34935.25,1553.416,1663.0,492.25,89.25,2662.0,6958.166,1601.0,14.83333,624.75,3295.75,9.25,215.5833,923.5833,291.3333,21.0,106.5833,616.3333,670.0,967.4166,12026.58,542.8333,507.5,1265.583,458.9166,48901.5,30.5,883.75,511.75,24.25,1197.25,855.4166,15384.33,845.0833,1929.166,535.1666,310.75,1350.333,270.75,1304.416,122.5,18.08333,1019.333,814.4166,934.9166,1477.666,1521.75,466.8333,1461.25,316.0,1186.583,1156.333,228.75,602.25,1007.666,26.5,171.4166,203.75,344.9166,3541.25,2050.25,713.8333,520.6666,910.8333,1333.25,2145.416,65.5,1414.666,299.4166,2009.333,1048.75,79.58333,1169.0,647.75,1799.833,1900.666,159.3333,45.75,50.33333,43.16666,12.0,689.9166,1035.333,589.25,61.16666,2742.666,486.0,358.25,1727.916,1107.0,10002.0,2273.083,496.5833,703.25,1140.333,276.1666,418.9166,1319.166,449.6666,1752.416,660.4166,679.0833,895.25,438.0,1396.75,55.58333,3741.833,407.8333,443.0833,571.5,787.25,982.6666,1065.5,578.25,1092.0,2232.75,528.1666,949.0,1287.583,72.0,35.75
cmtc 47,YEPLD,575,48.0,d,114.5,70647.16,3306.5,1050.0,457.8333,131.8333,1462.583,2192.75,9466.75,373.0833,15667.41,977.0,496.6666,453.1666,1157.75,561.1666,330.5833,411.1666,1003.333,1586.0,3617.333,844.0,379.75,146.5,1330.666,673.0833,2792.0,3076.583,1074.083,388.5833,2278.833,704.0833,71.16666,64.5,24.91666,35.0,392.9166,320.6666,1297.083,10299.5,5019.0,345.5,199.1666,276.1666,316.25,56.25,1389.416,793.5833,652.4166,891.25,859.8333,20065.25,2637.5,1802.0,193.1666,785.9166,816.0833,279.25,666.6666,603.6666,1882.666,31.58333,99.83333,32768.16,7198.083,93.25,119.1666,7.416666,1682.5,431.0833,17116.25,1216.083,1953.583,255.75,39.83333,1246.0,8774.5,512.1666,13.83333,365.3333,2075.416,20.41666,324.9166,914.8333,312.75,15.66666,85.08333,283.4166,251.1666,355.5833,8060.583,288.5,248.0,544.75,744.6666,50803.66,22.75,773.25,761.0,30.33333,612.3333,360.25,13418.41,680.8333,1549.583,482.25,214.8333,11941.41,225.25,835.5,41.75,18.58333,488.0,418.9166,627.5,581.25,554.0833,122.1666,1202.333,297.5,1284.25,1178.333,154.6666,466.75,720.3333,47.91666,170.4166,186.3333,522.5833,927.4166,1430.666,399.75,311.25,572.9166,1026.416,948.5,239.5,590.75,1639.25,1260.0,438.0833,78.66666,444.75,883.6666,904.5833,621.25,106.4166,26.16666,37.41666,14326.91,11.58333,259.4166,502.9166,292.0833,16.75,731.25,235.0,229.8333,526.75,643.6666,3970.416,867.6666,475.5,334.6666,691.25,163.8333,204.5,801.5,264.3333,535.75,243.75,180.0,211.9166,140.8333,516.5,45.0,1728.5,220.25,272.75,427.8333,1103.75,302.25,540.3333,267.75,403.8333,1368.333,2402.5,1504.5,565.5,51.58333,27.41666
cmtc 63,YEPLD,575,72.0,d,78.66666,27340.41,3238.083,564.8333,250.75,125.6666,1166.75,1132.916,6211.583,177.25,9396.916,460.4166,432.25,259.8333,574.5,395.0,191.5833,241.3333,764.0,930.5,1859.083,343.8333,220.25,62.33333,838.5,420.8333,1216.083,2185.75,782.6666,195.1666,1011.916,336.1666,54.16666,56.25,26.66666,18.5,205.25,146.8333,651.25,7460.416,4927.0,197.75,108.9166,262.5,154.0833,34.83333,796.8333,441.6666,468.0833,408.0,358.0,10458.33,5566.666,1533.25,142.5833,388.25,1041.333,171.75,684.1666,482.0833,810.25,24.66666,59.25,16673.16,1281.666,97.58333,66.83333,9.583333,1370.666,236.5833,8791.0,821.0,2425.5,208.0833,22.83333,866.75,6793.666,253.6666,8.083333,179.3333,887.4166,13.08333,174.5,511.1666,137.5,15.5,89.16666,105.1666,140.0,202.5833,3916.25,150.25,128.6666,313.0,340.1666,65083.5,20.75,550.6666,590.25,14.08333,361.75,189.0,7806.333,619.75,368.8333,231.1666,91.0,11593.0,271.25,374.0,27.58333,11.25,227.5,244.25,332.3333,279.5833,304.3333,70.83333,1081.166,131.3333,913.0833,958.25,165.0,320.25,413.1666,37.41666,222.75,74.66666,445.1666,538.9166,638.5,293.5833,200.0,265.0833,519.1666,453.6666,182.0,289.0,2035.333,742.1666,225.0,45.75,349.9166,721.3333,529.5833,255.8333,50.33333,19.58333,33.0,21303.91,5.0,156.9166,308.8333,187.75,17.16666,284.5833,95.25,247.9166,267.5833,382.8333,1718.0,488.1666,233.25,184.75,296.1666,101.6666,115.4166,604.8333,218.0833,324.3333,121.5833,162.0833,118.0833,82.66666,402.9166,30.66666,215.1666,144.5,168.1666,501.8333,985.25,134.6666,212.0833,159.25,274.6666,704.5,2899.916,1634.0,300.0,43.33333,29.25
cmtc 79,YEPLD,575,96.0,d,74.33333,22219.75,2909.583,321.0,148.5833,78.0,706.8333,464.9166,7769.166,151.9166,8450.0,370.4166,586.5833,219.0,446.9166,249.0833,205.3333,142.0,663.0,714.75,1267.5,193.0833,169.5833,45.25,309.5,191.5,877.6666,2321.166,826.1666,175.4166,1068.583,317.25,58.0,66.58333,23.41666,41.41666,136.5,149.9166,576.0,6767.0,5021.75,131.4166,129.25,338.0,117.0833,20.66666,301.4166,404.4166,914.5833,362.75,226.0,9738.416,5836.916,1596.416,165.5833,235.0833,1181.083,139.8333,786.25,530.6666,568.5833,25.91666,71.75,17063.33,387.25,201.8333,68.66666,22.08333,1890.833,325.25,5398.0,1113.333,2538.666,203.3333,24.16666,774.0833,4598.583,171.1666,11.91666,213.1666,677.9166,10.83333,163.5833,285.6666,125.25,14.08333,94.33333,110.0,146.4166,196.6666,2106.083,143.8333,114.8333,345.0,257.6666,48501.33,15.83333,646.0,807.0,38.08333,210.25,208.25,7311.416,617.0833,505.1666,187.5,99.0,12508.66,274.0,267.5,18.08333,19.33333,173.75,341.1666,412.25,247.0833,253.1666,51.08333,1019.0,134.9166,1435.083,848.6666,127.4166,352.5,436.3333,53.08333,239.25,92.66666,554.3333,479.3333,537.5833,333.5833,188.75,281.5,492.1666,398.25,180.0,199.3333,3221.583,518.75,177.5,49.08333,277.6666,601.9166,290.5833,427.0,43.83333,31.66666,40.33333,28868.58,5.666666,122.5,380.1666,158.0833,8.833333,223.0,82.83333,211.5,183.0833,294.75,747.5833,264.3333,215.9166,96.25,231.0833,88.0,137.75,697.5833,242.0,261.3333,106.6666,62.66666,85.91666,91.33333,358.25,27.91666,59.91666,154.5,168.0,456.1666,967.25,103.5,120.0833,160.5,186.0,628.4166,3860.083,1707.416,221.5,55.58333,34.08333
cmtc 11,YEPLD,575,24.0,e,431.75,95666.58,1287.583,1265.583,787.25,65.5,2050.25,6958.166,6384.5,949.0,26617.41,1585.75,114.5,855.4166,2145.416,1477.666,389.5833,1235.833,1631.916,4200.0,7716.25,2076.833,1396.75,578.25,2742.666,1663.0,4014.833,1900.666,1319.166,1350.333,5702.75,1799.833,358.25,39.91666,24.25,35.75,1197.25,191.0833,2495.5,589.25,507.5,1065.5,602.25,143.0833,895.25,240.1666,3053.75,1834.5,283.3333,2662.0,3295.75,19096.33,135.9166,1490.0,449.6666,2348.0,713.8333,492.25,542.8333,808.4166,3905.333,28.58333,255.25,29807.25,39638.41,96.75,171.4166,9.25,215.5833,825.5,34935.25,1430.666,1601.0,552.8333,61.16666,2824.0,4998.833,1969.166,12.0,438.0,3741.833,14.83333,203.75,967.4166,368.3333,16.83333,72.0,757.5,679.0833,1007.666,15384.33,624.75,520.6666,1333.25,325.5,48901.5,18.08333,923.5833,407.8333,30.5,1304.416,845.0833,12026.58,865.5,1752.416,660.4166,316.0,466.8333,299.4166,1553.416,177.9166,22.66666,1092.0,736.5833,910.8333,1704.333,1521.75,528.1666,1461.25,418.9166,1169.0,997.6666,291.3333,443.0833,1019.333,26.5,148.8333,276.1666,310.75,2963.0,2415.0,778.6666,571.5,1217.583,1367.833,2273.083,50.33333,1680.75,122.5,2232.75,1123.0,106.5833,1035.333,633.75,2009.333,1727.916,159.3333,43.16666,89.25,344.9166,21.0,689.9166,934.9166,670.0,55.58333,3541.25,496.5833,375.6666,1929.166,982.6666,10002.0,2190.416,616.3333,795.75,1186.583,270.75,511.75,1386.75,476.25,2106.25,703.25,727.1666,883.75,535.1666,1414.666,45.75,1156.333,458.9166,486.0,401.1666,562.0,1048.75,1107.0,647.75,1140.333,2540.833,228.75,814.4166,1771.583,79.58333,33.41666
cmtc 127,YEPLD,575,48.0,e,140.8333,70647.16,3617.333,859.8333,379.75,114.5,1586.0,2278.833,8774.5,311.25,20065.25,793.5833,581.25,388.5833,1003.333,590.75,345.5,438.0833,1202.333,1639.25,3306.5,704.0833,457.8333,99.83333,1430.666,475.5,2402.5,3076.583,1260.0,554.0833,1802.0,627.5,106.4166,64.5,24.91666,26.16666,431.0833,199.1666,1284.25,11941.41,5019.0,312.75,220.25,264.3333,272.75,56.25,1368.333,891.25,488.0,720.3333,844.0,15667.41,2792.0,1953.583,180.0,835.5,977.0,267.75,816.0833,744.6666,1728.5,27.41666,93.25,32768.16,7198.083,131.8333,122.1666,11.58333,1549.583,399.75,17116.25,1050.0,2192.75,288.5,47.91666,1216.083,9466.75,516.5,7.416666,526.75,1682.5,13.83333,235.0,785.9166,193.1666,22.75,85.08333,211.9166,259.4166,373.0833,8060.583,154.6666,324.9166,502.9166,603.6666,50803.66,20.41666,801.5,948.5,18.58333,666.6666,365.3333,14326.91,883.6666,1330.666,392.9166,146.5,10299.5,334.6666,652.4166,41.75,16.75,427.8333,453.1666,482.25,512.1666,867.6666,119.1666,1103.75,276.1666,1157.75,1462.583,163.8333,418.9166,621.25,37.41666,251.1666,170.4166,673.0833,1504.5,1297.083,466.75,283.4166,444.75,691.25,761.0,225.25,496.6666,1882.666,1074.083,403.8333,71.16666,522.5833,927.4166,1026.416,572.9166,78.66666,30.33333,39.83333,13418.41,15.66666,320.6666,535.75,255.75,31.58333,612.3333,204.5,316.25,544.75,904.5833,3970.416,680.8333,411.1666,355.5833,565.5,186.3333,229.8333,914.8333,297.5,561.1666,248.0,330.5833,302.25,279.25,773.25,45.0,1246.0,239.5,214.8333,643.6666,1389.416,292.0833,360.25,243.75,540.3333,1178.333,2637.5,2075.416,731.25,51.58333,35.0
